Symbol,SMA,EMA,MACD,ADX,RSI,ROC,OBV,MFI
MMM,146.6822304916382,151.5187890253246,0.178826817012947,7.87039315385986,51.01058429631406,4.908745676332837,31003800.0,50.146789379340504
MNST,58.76049993515014,62.78920499919659,1.3306545447028952,13.345351823492912,59.50853196725213,8.146634496432492,138960300.0,74.26495184391885
MO,57.31107631683349,61.94726059526025,0.3582651132449257,15.92356157557102,57.81229737143786,12.057992978530695,294619800.0,51.44683928588499
MOH,264.1038005065918,214.18632556209081,6.068502049081928,19.44214456071801,45.95690643934805,-32.61812796445655,-13595600.0,57.99336324807187
MOS,30.612974014282226,33.3259249295139,0.28311375532900485,15.251991348301976,50.75625704288574,-7.935213810954577,52052400.0,50.70738340566283
MPC,157.3131010055542,173.0933100622155,3.349018429962115,27.008831697704647,57.130971555414334,18.80573096809519,74313000.0,62.99316423144513
MPWR,697.8847344970703,803.740378071565,31.790590767648496,24.171371637859988,60.0843784461691,47.01936337553732,-5565300.0,61.2503202538607
MRK,84.0816752243042,82.7993255446706,1.5559919094198449,10.907428661652357,53.25510802013608,17.047956003325847,-112045600.0,49.8433389036144
MRNA,30.113824920654295,27.839923579392167,0.537042728837811,9.469858505477644,48.67634004157922,1.7744970910288371,-67418100.0,48.36499984734116
MS,132.66673076629638,144.5458203127088,1.4225087000341148,18.93253343908443,58.560887071275246,22.551150029416277,185789500.0,64.32987082752763
MSCI,565.0433750915528,563.6711843135137,-0.7437048783031059,7.848815130972664,49.270013801740774,-0.72987607170093,5274400.0,44.10348477838683
MSFT,452.4447373962402,493.8176679671046,4.064975730495121,20.260601594709076,57.38212296867954,13.2668329210059,566179600.0,55.94023640675625
MSI,438.1847914123535,449.18539584352425,-2.4344804434405205,14.473954611700176,52.37282507314179,9.712373778370843,11886200.0,52.13232802308115
MTB,185.4907741546631,191.64581630119957,-1.8679627963399525,12.22984068286677,49.1651527735677,5.226158655169666,12571400.0,38.692649385301365
MTCH,32.46290505409241,34.40658126165506,-0.9745335104977144,18.08681579807876,47.08985148093263,8.347364385845202,-27466800.0,38.251540614896875
MTD,1219.7223516845704,1245.133548329497,12.090639977840965,7.870194970889964,52.63433096573124,14.585537203830024,1417500.0,50.68434352072026
MU,108.22929103851318,132.43314658098564,14.81435340679161,30.64615508514883,66.48334700184999,96.20246780519628,529855000.0,74.8031995070143
NCLH,22.30099994659424,23.407903495902747,-0.3342162335692933,12.742776451086277,50.36471841447244,31.805324363145804,260999400.0,44.89615233200629
NDAQ,83.39990085601806,88.90357289346332,-0.9556549837761708,15.31938541280271,53.644346910421945,9.456889221138077,139406000.0,41.74425666426701
NDSN,209.8308946990967,219.2854726902059,3.03822789878447,20.599282214696377,55.171024412274384,10.980178777269645,-4227800.0,56.86885497711462
NEE,70.57032539367675,73.16259622711567,2.9126472131324164,13.526176943787558,60.14562850450713,20.252768889578142,112877500.0,72.18245805511647
NEM,56.076964683532715,69.2882721208702,3.351013450616591,34.717189082016006,64.8412421099143,53.82041512035669,181277900.0,64.15217542140603
NFLX,1099.6961483764649,1183.2055185493434,-5.717350680004074,10.228150239247041,53.68022365338727,0.9918100390511331,132799900.0,49.99324680759345
NI,39.41857339859009,40.98606402590731,0.6318766796386086,11.741748961325094,54.72459218863468,9.181552258042736,158532800.0,59.77940317931174
NKE,69.06343709945679,71.17514797590759,-1.151507803588629,15.093551286298638,47.50917423591724,11.115311487790102,-137179400.0,41.876794104031376
NOC,511.74292724609376,558.1592940837043,13.503587808394286,27.904378229377382,63.96074120838981,31.885024039154786,25473400.0,61.885616308287815
NOW,950.2891485595703,935.6373804094328,-2.7996151169265886,7.211203119416515,48.95045772370752,-9.30333407508318,-9867600.0,57.48331234531921
NRG,129.57611248016357,150.616722818688,2.676580400915782,12.531738236882246,56.64806671674606,6.438217332995988,70550300.0,47.24621703920667
NSC,252.03141372680665,272.6825307995722,4.902000836120294,23.672724791424567,59.28023817872386,20.822403824122148,32946500.0,66.02748225650333
NTAP,105.61932895660401,111.35069327515066,0.9219905380770115,20.644018152933775,55.767457569907876,22.93210583687848,6249900.0,48.94096478981941
NTRS,111.71150901794434,123.11222222119225,0.7468866969724104,12.69829108647706,55.81349356583816,23.90744974083361,37504600.0,59.252118319770645
NUE,128.03889625549317,135.75366533290628,-1.1145023244986874,11.562067212024592,51.24452398805751,15.709048977626061,11041100.0,38.56856044315704
NVDA,144.19493640899657,166.5269630369874,3.700482255975203,15.733369534927268,59.91649658851115,40.190884386855075,2720607400.0,56.121273549111706
NVR,7613.129497070313,7875.031736353018,-80.53259888702542,16.597241669568167,47.95055861476839,8.175444356510098,-593700.0,40.88164058131407
NWS,32.18602536201477,32.84765136384435,-0.6968596866077519,11.529659458188224,43.36430370601652,-8.245566373451707,11471700.0,52.457605879127655
